budget,genres,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,Full Frontal,1.95686,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-02,2506446,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Full Frontal
2000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",en,Shortbus,14.846001,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-20,5179037,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shortbus
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10752, ""name"": ""War""}]",he,Vals Im Bashir,14.08251,"[{""iso_3166_1"": ""IL"", ""name"": ""Israel""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-06-25,11125849,90.0,"[{""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Waltz with Bashir
2000000,[],en,"The Book of Mormon Movie, Volume 1: The Journey",0.031947,[],2003-09-12,1672730,120.0,[],Released,"The Book of Mormon Movie, Volume 1: The Journey"
2000000,"[{""id"": 99, ""name"": ""Documentary""}]",en,No End in Sight,2.283796,[],2007-07-27,1431623,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No End in Sight
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,The Diary of a Teenage Girl,18.224326,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-07,1477002,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Diary of a Teenage Girl
2000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}]",en,Inside Deep Throat,3.980072,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-11,653621,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Inside Deep Throat
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,The Virginity Hit,3.125382,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-10,563706,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Virginity Hit
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",fr,Subway,5.261065,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",1985-04-10,390659,104.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Subway
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Six-String Samurai,1.892183,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-18,124494,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Six-String Samurai
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",en,It's All Gone Pete Tong,3.911445,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-09-12,120620,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's All Gone Pete Tong
3800000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Saint John of Las Vegas,2.559806,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-10,111731,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Saint John of Las Vegas
13500000,"[{""id"": 18, ""name"": ""Drama""}]",en,Stonewall,5.16023,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-18,187674,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Stonewall
7000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10769, ""name"": ""Foreign""}]",en,Roadside Romeo,0.253595,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-24,1100000,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,Roadside Romeo
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",en,Return of the Living Dead 3,7.502934,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-10-01,54207,97.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Return of the Living Dead 3
2000000,"[{""id"": 18, ""name"": ""Drama""}]",en,Sherrybaby,4.261509,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-08,622806,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sherrybaby
100000,"[{""id"": 27, ""name"": ""Horror""}]",en,Stitches,7.447714,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2012-05-19,95000,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Stitches
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Bananas,5.941852,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1971-04-28,11833696,82.0,"[{""iso_639_1"": ""yi"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bananas
1987650,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Buried,32.841229,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-09-24,19152480,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Buried
1800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Last Exorcism,14.838986,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2010-08-27,67738090,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Last Exorcism
1800000,"[{""id"": 18, ""name"": ""Drama""}]",en,A Streetcar Named Desire,14.884756,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1951-09-18,8000000,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Streetcar Named Desire
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,41.996783,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-01-29,9440272,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",en,Beasts of the Southern Wild,12.471239,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-29,21107746,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beasts of the Southern Wild
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Battle for the Planet of the Apes,13.315383,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-06-15,8844595,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Battle for the Planet of the Apes
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Higher Ground,1.699101,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-26,841733,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Post Production,Higher Ground
1800000,"[{""id"": 37, ""name"": ""Western""}]",en,Hang 'em High,11.756943,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1968-07-31,6800000,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hang 'em High
1530000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",de,Lola rennt,27.36562,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1998-08-20,7267585,81.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Run Lola Run
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",en,May,8.650779,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-13,150277,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,May
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Conquest of the Planet of the Apes,18.828683,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1972-06-29,9700000,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Conquest of the Planet of the Apes
2000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",en,I Spit on Your Grave,26.281839,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-06-17,572809,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I Spit on Your Grave
1700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,"Happy, Texas",2.079125,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-03,1943649,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Happy, Texas"
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",hi,Dabba,14.017809,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-09-19,4235151,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,The Lunchbox
1644736,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,You Can't Take It With You,3.426314,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1938-08-23,7433101,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,You Can't Take It With You
1650000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,From Here to Eternity,6.915201,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1953-08-04,30500000,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From Here to Eternity
1600000,"[{""id"": 37, ""name"": ""Western""}]",en,She Wore a Yellow Ribbon,8.535178,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1949-10-22,5400000,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She Wore a Yellow Ribbon
1600000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",en,The Conversation,20.810292,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974-04-07,4420000,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Conversation
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Waitress,9.67299,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-25,22179430,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Waitress
1500000,"[{""id"": 28, ""name"": ""Action""}]",en,Bloodsport,17.49699,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-02-26,11806119,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bloodsport
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,Mr. Smith Goes to Washington,12.2624,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1939-10-19,9600000,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mr. Smith Goes to Washington
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",en,Kids,13.291991,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,7412216,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kids
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,The Squid and the Whale,13.788054,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-05,11098131,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Squid and the Whale
1000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Kissing Jessica Stein,3.990215,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-21,10013424,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kissing Jessica Stein
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,Spellbound,11.145915,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-12-28,7000000,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Spellbound
1500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",en,Buffalo '66,10.009994,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-01-20,2375097,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Buffalo '66
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,Insidious,58.594852,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-09-13,97009150,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Insidious
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,Repo Man,11.35344,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-02-20,2300000,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Repo Man
1500000,"[{""id"": 18, ""name"": ""Drama""}]",en,The Ballad of Jack and Rose,3.618646,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-25,712294,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Ballad of Jack and Rose
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,The To Do List,15.017068,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-24,3566225,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The To Do List
1500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Killing Zoe,5.817519,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-10-01,418961,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Killing Zoe
1500000,"[{""id"": 18, ""name"": ""Drama""}]",en,The Believer,9.856826,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-19,416925,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,The Believer
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Session 9,11.064228,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-10,373967,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Session 9
1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",en,Modern Times,28.27648,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1936-02-05,8500000,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Modern Times
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",en,My Name Is Bruce,7.5591,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-01,173066,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,My Name Is Bruce
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,Pontypool,4.680206,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2009-03-06,32000,93.0,"[{""iso_639_1"": ""hy"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Pontypool
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Lords of Salem,14.504326,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-09-10,1165882,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Lords of Salem
1488423,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,Snow White and the Seven Dwarfs,80.171283,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1937-12-20,184925486,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Snow White and the Seven Dwarfs
1455000,"[{""id"": 37, ""name"": ""Western""}]",en,Shalako,3.598457,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1968-11-06,2620000,113.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Shalako
1350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,"Lock, Stock and Two Smoking Barrels",16.032594,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1998-03-05,3897569,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Lock, Stock and Two Smoking Barrels"
1300000,"[{""id"": 18, ""name"": ""Drama""}]",vi,Vượt Sóng,0.072066,[],2006-02-22,639000,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,Journey from the Fall
1288000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Rebecca,18.426825,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1940-04-12,6000000,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Rebecca
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,Friday the 13th Part 2,16.517777,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-05-01,21722776,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Friday the 13th Part 2
1250000,"[{""id"": 18, ""name"": ""Drama""}]",en,The Lost Weekend,6.903314,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-11-25,11000000,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Lost Weekend
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,C.H.U.D.,4.45544,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-08-31,3412497,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,C.H.U.D.
1250000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,Niagara,9.903992,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1953-01-21,8500000,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Niagara
1250000,"[{""id"": 18, ""name"": ""Drama""}]",en,How Green Was My Valley,7.70019,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1941-10-28,6000000,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cy"", ""name"": ""Cymraeg""}]",Released,How Green Was My Valley
1200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",en,Saw,63.655973,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-01,103911669,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Saw
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",en,Super Troopers,16.312803,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-18,18492362,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Super Troopers
1200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,The Trouble with Harry,6.920873,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1955-10-03,7000000,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Trouble with Harry
1200000,"[{""id"": 18, ""name"": ""Drama""}]",en,Home Run,3.085411,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-19,2861020,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Home Run
1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,Reservoir Dogs,66.925866,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-09-02,14661007,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reservoir Dogs
1200000,"[{""id"": 37, ""name"": ""Western""}]",it,"Il buono, il brutto, il cattivo",88.377076,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1966-12-23,6000000,161.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"The Good, the Bad and the Ugly"
900000,"[{""id"": 99, ""name"": ""Documentary""}]",en,"Pink Ribbons, Inc.",0.097913,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-09-11,25000,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Pink Ribbons, Inc."
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",en,The Charge of the Light Brigade,2.968235,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1936-10-20,2736000,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Charge of the Light Brigade
2600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",en,Airborne,8.001156,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-09-17,2850263,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Airborne
3000000,"[{""id"": 35, ""name"": ""Comedy""}]",en,Waiting...,10.230583,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-10-07,18637690,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Waiting...
1100000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",en,From a Whisper to a Scream,1.220072,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-09-25,1400000,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,From a Whisper to a Scream
1100000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",id,Serbuan maut,40.285095,"[{""iso_3166_1"": ""ID"", ""name"": ""Indonesia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2011-09-08,4105187,101.0,"[{""iso_639_1"": ""id"", ""name"": ""Bahasa indonesia""}]",Released,The Raid
